"userid","id","from_visit","to_visit","place_id","visit_date","visit_type","session","mobile","mobile_ime","ipaddress","latitude","longitude","url_link","network","device","browse1","browse2","visit_count","social","up_count","down_count","web_qry","level","percent"
"CC4FB-160A-5C245",254,"7:37","7:47",13,"2021-12-02",2,33,"8905366896","111473011332166","192.254.148.172","11.2039","80.7659","http://rezwanarefin01.git hub.io/aboutme/","Airtel",2,"Internet Explorer","Safari (in-app)",56,"Twitter",23,33,"dance master","Yes",37.1980676328502
"83FEF-5CDB-E7FFD",255,"6:40","7:12",16,"2021-11-29",1,32,"6518457740","964635411881574","192.8.166.136","11.4228","78.3817","http://www.iei.net/~bkos1 /velneko.htm","BSNL",3,"Internet Explorer","Chrome",33,"Twitter, Youtube, TikTok",11,42,"velneko","Yes",37.10407239819
"42373-2D80-364D0",256,"11:50","12:26",15,"2021-12-03",4,16,"6826592916","551609031324661","192.210.232.1","10.8141","78.2402","https://www.udemy.com/com plete-react-js-course/","Jio",2,"Internet Explorer","Chrome",64,"Facebook",29,49,"Easy web features by react","Yes",34.1463414634146
"C7520-836C-A1472",257,"7:2","8:1",6,"2021-11-30",7,22,"6595035885","858167612619769","192.177.220.112","10.5193","79.3429","https://web.facebook.com/ search/str/shatil+ahmed/k eywords_users","Airtel",1,"Opera","Internet Explorer",66,"Whatsapp, Youtube, Snapchat",47,2,"online class","Moderate",41.3145539906103
"4020A-B6A7-FAA55",258,"13:39","14:37",3,"2021-11-27",1,15,"6263256529","764701507641452","192.183.123.24","11.7787","79.8265","http://www.geocities.com/ shinji_is_my_man/","BSNL",1,"Firefox","Chrome",40,"Twitter",30,35,"shinji is my man","Moderate",44.6511627906977
"BAB50-C0DD-3523D",259,"13:10","13:59",3,"2021-12-04",3,26,"6680325694","349032824488688","192.237.77.95","11.5268","78.1668","https://www.sitepoint.com /community/t/sha512-hash- in-php/3254/3","Airtel",3,"Chrome","Safari (in-app)",53,"Whatsapp, Youtube, LinkedIn",38,17,"online shopping ","Moderate",41.8103448275862
"83FEF-5CDB-E7FFD",260,"8:41","9:32",15,"2021-11-29",1,33,"6518457740","964635411881574","192.137.85.66","10.4112","80.5508","http://www.worldshaking.n et/","Jio",3,"Chrome","Internet Explorer",49,"Whatsapp, Instagram",9,11,"worldshaking","Yes",37.10407239819
"4020A-B6A7-FAA55",261,"13:42","14:10",15,"2021-11-28",3,24,"6263256529","764701507641452","192.144.137.104","10.5930","80.6478","https://www.hackerearth.c om/challenge/test/sql-sam ple-challenge/add-informa tion/","Airtel",2,"Firefox","UC Browser",51,"Twitter, Google, LinkedIn",19,8,"download oganization projects","Moderate",44.6511627906977
"BAB50-C0DD-3523D",262,"6:13","6:24",19,"2021-12-03",3,33,"6680325694","349032824488688","192.163.39.189","10.7358","79.7280","https://www.hackerrank.co m/challenges/nested-list/ problem","Airtel",2,"Safari","Android Browser",57,"Facebook, Youtube, LinkedIn",25,50,"react js course fee","Moderate",41.8103448275862
"C7520-836C-A1472",263,"4:7","4:38",6,"2021-12-01",3,17,"6595035885","858167612619769","192.219.87.239","11.7809","77.5084","https://www.youtube.com/w atch?v=86lx4vbK9bI&index= 3&list=PLzBl445W4ietNRSeC YA_ItcNtkaNmh2Yh","Airtel",3,"Safari","Chrome",45,"Facebook",36,47,"download oganization projects","Moderate",41.3145539906103
"C7520-836C-A1472",264,"17:18","17:48",6,"2021-11-27",6,27,"6595035885","858167612619769","192.188.162.255","11.2046","77.1854","https://www.youtube.com/w atch?v=ZDFJqOTbSmE","Airtel",1,"Chrome","BlackBerry",47,"Whatsapp, Instagram",15,19,"cancer speciality hospitals in tamilnadu","Moderate",41.3145539906103
"E56CD-C315-7CC77",265,"17:7","18:6",24,"2021-11-30",12,38,"6504744692","309982927235824","192.193.143.238","10.4589","79.1468","https://plus.google.com/+ NisdonCourses/posts/5JtGs WBgnzs","Vodafone",3,"Internet Explorer","Chrome",43,"Whatsapp, Youtube, TikTok",50,45,"online shop for cloths","Yes",31.4159292035398
"4020A-B6A7-FAA55",266,"15:55","16:6",15,"2021-12-06",12,35,"6263256529","764701507641452","192.158.117.15","11.9473","78.9662","https://web.facebook.com/ events/149090099101238/?a ctive_tab=discussion","Vodafone",3,"Opera","BlackBerry",58,"Twitter, Instagram",29,4,"mobile shopping","Moderate",44.6511627906977
"E56CD-C315-7CC77",267,"3:46","4:14",23,"2021-11-29",8,22,"6504744692","309982927235824","192.225.232.84","10.1545","79.6566","https://www.youtube.com/w atch?v=Dz1yMnnvpQo","Airtel",3,"Safari","Safari (in-app)",54,"Facebook, Google",12,34,"election news in kerala","Yes",31.4159292035398
"CA6ED-7B1B-57A4F",268,"6:11","6:25",23,"2021-12-02",1,30,"7891269199","757193652955976","192.248.108.170","11.7732","78.7170","http://www.geocities.com/ shinji_is_my_man/","Jio",3,"Opera","BlackBerry",63,"Twitter",22,17,"shinji is my man","Moderate",43.4977578475336
"4020A-B6A7-FAA55",269,"19:3","19:41",13,"2021-12-02",1,36,"6263256529","764701507641452","192.138.126.175","11.9931","79.4836","http://www.peachprincess. com/","Airtel",3,"Firefox","Safari (in-app)",43,"Facebook, Instagram",3,32,"peach princess","Moderate",44.6511627906977
"CC4FB-160A-5C245",270,"6:12","6:55",5,"2021-12-03",12,18,"8905366896","111473011332166","192.195.229.173","10.1062","79.2279","https://shoppurplehaze.co m/giftloyalty/admin/users /usermaint.php","BSNL",2,"Internet Explorer","Chrome",61,"Twitter",19,39,"food order","Yes",37.1980676328502
"3C431-0504-8BB6C",271,"21:51","22:12",12,"2021-12-01",1,33,"7644983122","923974685319478","192.116.246.248","11.7430","78.7529","http://archive.rhps.org/f ritters/yui/index.html","Vodafone",3,"Internet Explorer","UC Browser",54,"Facebook, Instagram, TikTok",48,28,"rhps fritters","Yes",37.4449339207048
"3C431-0504-8BB6C",272,"15:27","16:8",18,"2021-12-02",1,28,"7644983122","923974685319478","192.162.12.167","11.2684","80.2525","http://www.geocities.com/ eddie_monsoon2002/","Airtel",3,"Safari","UC Browser",59,"Facebook, Youtube, Snapchat",47,4,"geocities eddie monsoon","Yes",37.4449339207048
"E56CD-C315-7CC77",273,"12:13","12:55",23,"2021-12-01",12,39,"6504744692","309982927235824","192.227.250.66","10.6497","79.2123","http://www.supercounters. com/stats/1343844","Vodafone",3,"Safari","Safari (in-app)",52,"Whatsapp, Instagram",35,30,"dress shopping","Yes",31.4159292035398
"CC4FB-160A-5C245",274,"11:17","11:51",4,"2021-11-29",5,22,"8905366896","111473011332166","192.171.239.142","11.6293","77.3941","https://web.facebook.com/ groups/pxperts/?ref=linke d_groups_hscroll","Vodafone",2,"Firefox","Safari (in-app)",58,"Facebook, Instagram",3,31,"latest games download","Yes",37.1980676328502
"BAB50-C0DD-3523D",275,"18:46","19:16",8,"2021-11-29",1,39,"6680325694","349032824488688","192.204.44.236","11.3828","79.5974","http://p080.ezboard.com/b adragonballyaoirpg","Airtel",3,"Chrome","UC Browser",38,"Whatsapp",18,1,"badragonbally","Moderate",41.8103448275862
"42373-2D80-364D0",276,"16:29","16:44",25,"2021-11-28",13,25,"6826592916","551609031324661","192.118.71.241","10.3294","80.9880","https://www.linkedin.com/ home/?trk=hb_logo","Jio",2,"Firefox","Chrome",52,"Twitter",31,43,"tik tak videos","Yes",34.1463414634146
"83FEF-5CDB-E7FFD",277,"11:7","11:48",23,"2021-12-01",10,24,"6518457740","964635411881574","192.169.218.121","10.9794","79.9114","http://localhost:8888/tre e","Airtel",2,"Chrome","Safari (in-app)",64,"Facebook",32,15,"avalilable arts colleges in chennai","Yes",37.10407239819
"3C431-0504-8BB6C",278,"18:58","19:45",18,"2021-12-01",2,15,"7644983122","923974685319478","192.229.111.16","11.9122","80.4334","https://ml.manash.me/","Vodafone",3,"Internet Explorer","Internet Explorer",45,"Whatsapp, Google, Snapchat",46,40,"cooking tips","Yes",37.4449339207048
"4020A-B6A7-FAA55",279,"3:3","3:31",14,"2021-12-03",1,24,"6263256529","764701507641452","192.54.233.23","10.3292","77.1513","http://geocities.com/plug playmanga/","Airtel",3,"Internet Explorer","BlackBerry",46,"Whatsapp, Instagram, LinkedIn",3,12,"adult sites","Moderate",44.6511627906977
"BAB50-C0DD-3523D",280,"21:42","22:21",14,"2021-12-02",8,33,"6680325694","349032824488688","192.231.255.121","11.8464","79.5785","https://www.youtube.com/w atch?v=bkR__4UH8nY","Airtel",2,"Chrome","Safari (in-app)",41,"Whatsapp",13,43,"rain news in tamilnadu","Moderate",41.8103448275862
"42373-2D80-364D0",281,"10:23","11:16",10,"2021-11-28",1,15,"6826592916","551609031324661","192.39.37.195","10.8355","80.9607","http://www.cursedmoons.co m/","BSNL",2,"Chrome","Internet Explorer",70,"Whatsapp, Instagram",39,27,"cursedmoons","Yes",34.1463414634146
"C7520-836C-A1472",282,"15:26","16:8",21,"2021-12-04",1,36,"6595035885","858167612619769","192.82.131.213","11.6222","78.3578","http://www.geocities.com/ apple_toh/index.html","Airtel",2,"Opera","Internet Explorer",46,"Facebook, Google, LinkedIn",5,49,"geocities","Moderate",41.3145539906103
"3C431-0504-8BB6C",283,"4:10","4:54",21,"2021-11-30",1,10,"7644983122","923974685319478","192.28.240.147","11.8569","77.7208","http://community.livejour nal.com/jrockyaoi/","Airtel",3,"Opera","BlackBerry",56,"Whatsapp, Instagram, LinkedIn",25,18,"community live journal","Yes",37.4449339207048
"83FEF-5CDB-E7FFD",284,"3:9","3:40",22,"2021-11-27",13,16,"6518457740","964635411881574","192.115.88.105","10.1587","77.8869","https://www.sitepoint.com /t/sha512-hash-in-php/325 4","Airtel",1,"Internet Explorer","UC Browser",62,"Facebook, Instagram, LinkedIn",20,43,"youtube channel creation","Yes",37.10407239819
"E56CD-C315-7CC77",285,"21:47","22:7",1,"2021-11-29",4,21,"6504744692","309982927235824","192.40.120.70","10.8408","77.8573","https://github.com/shawon 100/Online-Compiler","Vodafone",3,"Safari","UC Browser",56,"Facebook, Instagram, TikTok",12,22,"cloud computing usage","Yes",31.4159292035398
"CC4FB-160A-5C245",286,"10:19","11:10",3,"2021-12-01",3,28,"8905366896","111473011332166","192.87.15.105","11.9427","78.9711","http://codeforces.com/con tests/with/rizvianikcse13","Jio",1,"Opera","Android Browser",46,"Twitter",49,50,"download oganization projects","Yes",37.1980676328502
"4020A-B6A7-FAA55",287,"4:32","4:56",14,"2021-11-27",1,33,"6263256529","764701507641452","192.132.52.78","11.7945","78.2098","http://arachnoid.reverie- noire.com/","Vodafone",2,"Safari","Android Browser",36,"Twitter, Youtube, Snapchat",36,25,"arachnoid reverie","Moderate",44.6511627906977
"CC4FB-160A-5C245",288,"12:38","13:16",9,"2021-12-03",1,37,"8905366896","111473011332166","192.10.219.12","10.9801","77.8635","http://home.arcor.de/jroc k-yaoi/index2.htm","Vodafone",3,"Internet Explorer","Safari (in-app)",46,"Facebook, Google, LinkedIn",18,40,"arcor jrock","Yes",37.1980676328502
"42373-2D80-364D0",289,"9:38","10:2",9,"2021-12-05",1,34,"6826592916","551609031324661","192.48.222.74","11.9965","79.8330","http://www9.kinghost.com/ fetish/hentaibee/","Vodafone",3,"Opera","Android Browser",68,"Twitter, Google, Snapchat",41,4,"king host","Yes",34.1463414634146
"CC4FB-160A-5C245",290,"6:18","6:50",6,"2021-12-03",12,28,"8905366896","111473011332166","192.194.0.237","11.1891","77.2502","https://www.hackerrank.co m/challenges/python-lists /submissions","Jio",2,"Chrome","Chrome",49,"Twitter, Instagram",29,24,"book shopping","Yes",37.1980676328502
"C7520-836C-A1472",291,"13:50","14:43",18,"2021-12-01",8,16,"6595035885","858167612619769","192.107.117.61","10.5390","78.8587","https://www.youtube.com/w atch?v=bkR__4UH8nY","BSNL",3,"Safari","BlackBerry",42,"Whatsapp",28,11,"rain news in tamilnadu","Moderate",41.3145539906103
"83FEF-5CDB-E7FFD",292,"9:40","9:58",21,"2021-12-06",1,21,"6518457740","964635411881574","192.153.152.99","11.1096","79.1932","http://www.angelfire.com/ anime4/wildefyre/","Airtel",2,"Opera","Chrome",69,"Facebook",6,1,"angelfire anime4","Yes",37.10407239819
"E56CD-C315-7CC77",293,"3:30","4:20",1,"2021-12-01",4,29,"6504744692","309982927235824","192.193.76.31","11.7902","80.9747","https://www.udemy.com/com plete-react-js-course/","Airtel",2,"Safari","Safari (in-app)",38,"Twitter, Youtube, LinkedIn",1,27,"Easy web features by react","Yes",31.4159292035398
"BAB50-C0DD-3523D",294,"1:46","2:16",6,"2021-12-06",6,27,"6680325694","349032824488688","192.234.84.152","10.8129","79.3404","https://www.youtube.com/w atch?v=mhDJYm4cLzU&list=P LTydW-y9HsbQ2ztoaLBJTd4ww jc_oqWx4","Vodafone",1,"Chrome","Android Browser",49,"Facebook, Google",27,32,"child speciality hospitals in tamilnadu","Moderate",41.8103448275862
"C7520-836C-A1472",295,"8:47","9:43",23,"2021-12-02",1,22,"6595035885","858167612619769","192.114.72.42","10.9027","77.8380","http://www.kinu-sekigushi .com/","Jio",1,"Chrome","BlackBerry",69,"Whatsapp",26,12,"kinu sekigushi","Moderate",41.3145539906103
"E56CD-C315-7CC77",296,"3:56","4:18",20,"2021-11-27",5,14,"6504744692","309982927235824","192.80.218.65","10.7430","79.9575","https://web.facebook.com/ groups/pxperts/?ref=linke d_groups_hscroll","Vodafone",1,"Opera","BlackBerry",50,"Whatsapp",26,18,"latest games download","Yes",31.4159292035398
"3C431-0504-8BB6C",297,"12:17","12:58",4,"2021-11-27",1,31,"7644983122","923974685319478","192.18.125.72","11.2575","78.4131","http://www.freecartoonsex .com/","BSNL",2,"Chrome","Chrome",38,"Twitter",38,26,"free cartoon sex","Yes",37.4449339207048
"CA6ED-7B1B-57A4F",298,"18:7","18:18",25,"2021-12-02",12,23,"7891269199","757193652955976","192.231.100.165","11.2483","77.5351","https://houxianxu.github. io/2015/04/23/logistic-so ftmax-regression/","Jio",3,"Firefox","BlackBerry",30,"Whatsapp",22,37,"dress shopping","Moderate",43.4977578475336
"42373-2D80-364D0",299,"15:34","16:25",21,"2021-12-01",7,30,"6826592916","551609031324661","192.25.241.138","11.7032","78.7952","https://gfycat.com/upload","Jio",1,"Chrome","Safari (in-app)",35,"Facebook",13,39,"online ebooks","Yes",34.1463414634146
"42373-2D80-364D0",300,"21:48","22:19",7,"2021-11-27",10,13,"6826592916","551609031324661","192.67.52.33","10.1371","80.2433","https://uva.onlinejudge.o rg/","Airtel",1,"Chrome","Internet Explorer",66,"Twitter",26,25,"avalilable engineering colleges in pondicherry","Yes",34.1463414634146
"B13A6-23A8-A175A",695,"14:14","15:2",7,"2022-04-24",7,34,"7226218813","306233709293322","192.67.11.48","10.1499","78.8483","https://www.youtube.com/w atch?v=EPIUxGOynE0","Vodafone",3,"Internet Explorer","Android Browser",50,"Whatsapp, Google",43,2,"online examination","",0.0
"5B31B-AC66-A7484",691,"10:11","10:43",21,"2022-04-24",4,30,"7157614901","996584458039351","192.37.176.11","11.5534","78.4233","https://www.coursera.org/ learn/python/home/week/1","Airtel",2,"Firefox","Chrome",34,"Whatsapp, Youtube, LinkedIn",3,39,"cloud computing usage","",0.0
"B13A6-23A8-A175A",692,"16:26","17:11",24,"2022-04-24",6,37,"7226218813","306233709293322","192.242.1.83","10.8171","80.2400","https://www.coursera.org/ accomplishments","Vodafone",3,"Internet Explorer","UC Browser",57,"Twitter",43,46,"child speciality hospitals in tamilnadu","",0.0
"DC455-CFDE-AE32A",685,"10:41","11:29",21,"2022-04-24",1,12,"8964935922","264165961064073","192.122.250.216","11.7528","79.4293","http://members.tripod.com /starchan/","Airtel",1,"Chrome","BlackBerry",50,"Twitter, Google, TikTok",45,8,"tripod members starchan","",0.0
"B783A-E2A4-63185",684,"18:14","18:26",25,"2022-04-28",13,36,"8979293288","749341829540700","192.191.165.6","11.1835","80.8103","https://www.udemy.com/how -to-increase-your-youtube -views-by-youcef-harizi/? couponCode=Y-2018&site_re f=mrtechmyth.com","Airtel",2,"Internet Explorer","Chrome",57,"Facebook",30,35,"youtube channel creation","",0.0
"567ED-F30A-3C4E7",683,"21:28","21:42",9,"2022-04-29",7,35,"6850456912","717942373998740","192.16.153.187","11.1847","79.9789","http://noesis.ikor.org/da tasets/link-prediction","BSNL",1,"Firefox","Internet Explorer",50,"Whatsapp",7,41,"online ebooks","",0.0
"FA0B8-5CF7-D6421",682,"16:1","16:36",7,"2022-05-01",13,28,"9630581232","178207553490317","192.106.137.95","11.1658","78.7361","https://www.coursera.org/ learn/python/home/week/6","Jio",2,"Safari","UC Browser",59,"Whatsapp, Google, LinkedIn",27,12,"web courses","",0.0
"03F6E-F1F3-20CAF",681,"13:16","13:57",13,"2022-05-01",13,23,"6545105437","598818606862355","192.83.218.39","11.7187","77.6996","https://www.kaggle.com/da tasets","Jio",3,"Internet Explorer","BlackBerry",47,"Facebook, Instagram, LinkedIn",50,31,"agriculture data analysis","",0.0
"4654C-FC7D-DF126",680,"5:48","6:47",21,"2022-04-23",12,28,"7333596702","275457107045731","192.58.120.30","11.2502","80.1027","http://helpfulhub.com/352 11/","Jio",1,"Firefox","UC Browser",68,"Twitter",20,0,"dress shopping","",0.0
"78664-28B7-C6D82",679,"19:35","20:22",17,"2022-04-29",1,30,"8772006480","170394944738840","192.109.23.141","10.4485","79.3527","http://www.pureyaoi.org/","BSNL",3,"Opera","Android Browser",47,"Twitter, Google",38,23,"pureyaoi","",0.0
"4F1E2-AD65-B8B07",678,"21:43","22:13",7,"2022-04-30",3,32,"7140262180","773416336657079","192.208.0.133","11.1101","78.1419","https://www.hackerearth.c om/challenge/test/sql-sam ple-challenge/add-informa tion/","Airtel",3,"Firefox","Chrome",45,"Facebook",2,44,"download oganization projects","",0.0
"54FA5-6F1D-446F3",677,"17:14","18:9",17,"2022-05-02",6,31,"7132955191","276922165250305","192.249.54.154","11.4730","78.8802","http://localhost:8888/not ebooks/Documents/Python/n umpyOperation.ipynb","BSNL",3,"Opera","Chrome",47,"Facebook, Youtube, Snapchat",28,49,"covid 19 information","",0.0
"F6856-CE1A-2E23F",676,"8:57","9:29",2,"2022-05-01",1,39,"6556101111","479505143292647","192.164.107.33","10.5920","78.1927","http://www.jasonmeador.co m/","Vodafone",3,"Opera","UC Browser",37,"Facebook, Google, Snapchat",38,21,"jason meador","",0.0
"2B006-8333-0D585",675,"8:29","8:40",15,"2022-04-30",3,31,"7848254145","743448744019275","192.193.53.149","11.8820","79.7735","https://www.coursera.org/ learn/python/lecture/NhDl c/video-welcome-to-python -guido-van-rossum","Jio",1,"Opera","BlackBerry",39,"Whatsapp",23,11,"download oganization projects","",0.0
"52B48-A6F4-FCB38",674,"6:5","6:42",2,"2022-04-25",13,38,"7585411860","379002744691842","192.189.12.222","11.2037","77.3513","https://www.udemy.com/hom e/my-courses/learning/","BSNL",3,"Chrome","BlackBerry",69,"Whatsapp",18,29,"animation courses","",0.0
"527E6-6CDF-E1EC6",673,"9:46","10:26",22,"2022-04-23",7,34,"9662895044","348533112110829","192.24.119.90","11.7605","77.8146","https://www.online-conver t.com/login","Vodafone",3,"Chrome","BlackBerry",46,"Twitter",28,48,"kids security","",0.0
"357E4-3AAF-D0537",672,"10:2","10:45",20,"2022-04-27",3,16,"9506472806","571363692424675","192.140.164.80","11.6108","78.4307","https://www.linkedin.com/","BSNL",3,"Chrome","Safari (in-app)",39,"Facebook, Youtube",8,37,"online shopping ","",0.0
"FDFAF-1104-44F07",671,"21:51","22:28",4,"2022-04-28",13,17,"8969198821","770349065182152","192.8.85.225","10.1055","79.9971","https://www.floydhub.com/ settings/profile","Airtel",3,"Chrome","Android Browser",66,"Twitter, Google, Snapchat",32,12,"women safety","",0.0
"C807A-2F41-3B1C8",670,"20:0","20:23",2,"2022-04-26",1,13,"6861039083","484439937663080","192.161.240.203","10.1837","79.3468","http://www.shokushu.com/","Airtel",1,"Firefox","Safari (in-app)",56,"Twitter, Instagram, LinkedIn",16,16,"shokushu","",0.0
